,web-scraper-order,web-scraper-start-url,Paginator,productPage,productPage-href,instagramHandles
0,1648112832-119,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=7,Brandthout.,https://www.faire.com/brand/b_xdcszzp8uv?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@brandthout_interior
1,1648112847-163,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=10,Haruco-vert,https://www.faire.com/brand/b_kk7ubjrfck?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@Haruco.vert
2,1648112808-35,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=2,Art in Maps,https://www.faire.com/brand/b_da0w6wk5qf?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@kunstinkaart.nl
3,1648112847-171,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=10,Joy Kitchen,https://www.faire.com/brand/b_t9kq92cw4x?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@joykitchen.shop
4,1648112856-207,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=12,Fantt cuttingboard,https://www.faire.com/brand/b_k8gydaqjn9?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@fantt
5,1648112813-48,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=3,Earth Elements,https://www.faire.com/brand/b_5s5628td3g?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@earthelementsNL
6,1648112851-184,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=11,KarTent,https://www.faire.com/brand/b_76ftpsc6h3?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@kartent_webshop
7,1648112842-151,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=9,Peterspecials,https://www.faire.com/brand/b_9u824pvrtb?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@peterspecials
8,1648112837-143,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=8,Afroditi's Art,https://www.faire.com/brand/b_hdxuycnaq3?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@afroditisart
9,1648112851-188,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=11,TEXTAP B.V.,https://www.faire.com/brand/b_5jfymhr3zx?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@textapbedtextiel
10,1648112842-148,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=9,Vinoos,https://www.faire.com/brand/b_9x8erem6q7?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@therealwinegum
11,1648112813-37,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=3,Micastricas,https://www.faire.com/brand/b_7i90p09by8?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@micastricas
12,1648112813-54,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=3,Cloudberries,https://www.faire.com/brand/b_azzhzssj37?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@cloudberriesofficial
13,1648112856-201,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=12,Bakselz. & Borrelz. B.V.,https://www.faire.com/brand/b_h63chd3b9r?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,no handle found
14,1648112851-198,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=11,Undercover Otter,https://www.faire.com/brand/b_e7afr5p64s?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@undercover_otter
15,1648112808-22,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=2,Het Muizenhuis,https://www.faire.com/brand/b_5527oja1zz?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@hetmuizenhuis
16,1648112837-142,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=8,Lorense,https://www.faire.com/brand/b_ua8rtbfkcb?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@Lorense_brand
17,1648112828-93,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=6,Rollin' Rainbows,https://www.faire.com/brand/b_qvpyn6rnze?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@rollinrainbows
18,1648112856-212,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=12,Deluxo,https://www.faire.com/brand/b_rj6b88dt47?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@www.instagram.com
19,1648112822-76,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=5,Kats Kalma,https://www.faire.com/brand/b_w5q8ynyerp?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@katskalma
20,1648112808-28,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=2,Veldmanbags,https://www.faire.com/brand/b_72ipmu60is?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,no handle found
21,1648112804-5,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,,Sunny Lifestyle,https://www.faire.com/brand/b_hj7ynfe8sc?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@sunny.lifestyle
22,1648112856-211,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=12,Botaniqe,https://www.faire.com/brand/b_3j845dar9w?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@Hello.botaniqe
23,1648112866-243,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=14,The House of Opulence,https://www.faire.com/brand/b_6aszqnkku9?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@thehouseofopulence
24,1648112861-225,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=13,Studio Tekst & Tekening,https://www.faire.com/brand/b_n2yesruz3n?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@studiotekstentekening
25,1648112847-164,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=10,surajee,https://www.faire.com/brand/b_6af2tmbz5k?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@surajee
26,1648112851-181,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=11,SallyJaneBridal,https://www.faire.com/brand/b_39qpf29mg7?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@sallyjanebridal
27,1648112804-8,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,,LUTUM Creations,https://www.faire.com/brand/b_9sesbnv53m?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@lutumcreations
28,1648112856-204,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=12,MEUQ DESIGN,https://www.faire.com/brand/b_s9hydvgpj6?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,no handle found
29,1648112847-175,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=10,Mister33 Womencare,https://www.faire.com/brand/b_un42eh9xhe?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,no handle found
30,1648112828-108,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=6,Hairdicted,https://www.faire.com/brand/b_kcnvf7gpgt?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@hairdicted.nl
31,1648112837-127,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=8,Cici’De Jewelry Amsterdam,https://www.faire.com/brand/b_pypw64c7zf?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@cicidejewelryams
32,1648112851-191,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=11,Art of Xodosch,https://www.faire.com/brand/b_jx5k4hcap8?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@artofxodosch
33,1648112837-136,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=8,Lovefromme,https://www.faire.com/brand/b_jrycnqsbqm?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@lovefromme.ie
34,1648112808-20,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=2,VARILY,https://www.faire.com/brand/b_8xvas5p7jg?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@varily_jewelry
35,1648112822-78,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=5,Studio Roem,https://www.faire.com/brand/b_djvkntmeqy?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@studio_roem
36,1648112861-219,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=13,merlin earrings,https://www.faire.com/brand/b_p77j7cznfg?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@merlinearrings
37,1648112813-44,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=3,Ellastiek,https://www.faire.com/brand/b_4nh0wmhu9u?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@Ellastiek.Amsterdam
38,1648112832-116,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=7,WIJNPAAL,https://www.faire.com/brand/b_tssy7et8x5?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@wijnpaal
39,1648112847-170,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=10,Beau Accessoires,https://www.faire.com/brand/b_gvq4dvtjj2?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@melany_beau_
40,1648112866-250,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=14,Suncova Jewellery,https://www.faire.com/brand/b_jq8ukkgw4s?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@suncovajewellery
41,1648112822-89,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=5,Ratatouille Creative Studio,https://www.faire.com/brand/b_k34bhvg7zt?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@boutiqueratatouille
42,1648112808-27,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc,https://www.faire.com/category/All%20Products?filters=maker_value%3Amade_in_netherlands%2Csorting%3Ascore_desc&page=2,Studio Inktvis,https://www.faire.com/brand/b_9x89z6bt3e?refC=All%20Products&refF=maker_value%3Amade_in_netherlands&sortingHint=true,@Studio_inktvis
