,brandName,instagramLinks,instagramFollowers,facebookLinks,facebookFollowers
1425,C&W Jewellery,x,x,x,x
1426,Messagelights,x,x,x,x
1427,Studio Carper,https://instagram.com/studio.carper,812,https://facebook.com/studio.carper,37
1428,Sidedish,https://instagram.com/sidedishcards,4.8 K,https://facebook.com/sidedishshop,4.2 K
1429,Esperanza Deseo - bohokussens,https://instagram.com/esperanza_deseo,3.2 K,x,x
1430,Philley,x,x,x,x
1431,Swiss Pro+,https://instagram.com/swissprobv,4.2 K,x,x
1432,Jewellicious Designs,x,x,x,x
1433,The Cool Club.,https://instagram.com/thecoolclub.co,951,x,x
1434,Moments of light,https://instagram.com/moments.amsterdam,2.6 K,x,x
1435,Kruselings,https://instagram.com/kruselings_official,546,x,x
1436,By WOOM,https://instagram.com/by_woom,661,https://facebook.com/by.WOOM,16
1437,ByAlex Playmats,https://instagram.com/byalex_playmats,10.1 K,x,x
1438,By Bobbie,https://instagram.com/@bybobbie_,3.1 K,https://facebook.com/bybobbie.nl,2.5 K
1439,Highball,https://instagram.com/highballdrinks,3.7 K,https://facebook.com/HighballAlcoholFreeCocktails,739
1440,Planningwize,https://instagram.com/planningwize.nl,378,x,x
1441,richarda louise,https://instagram.com/richarda_louise,13.9 K,https://facebook.com/RICHARDALOUISE.NL,2.0 K
1442,ADC Webshop,https://instagram.com/adcnlwholesale,9.1 K,x,x
1443,F3 Tradings - Masketeer,x,x,x,x
1444,Sophie de giraf,https://instagram.com/sophie_de_giraf,6.8 K,https://facebook.com/sophiedegiraf,3.1 K
1445,Strijklogo's enzo,https://instagram.com/strijklogos_enzo.nl,3.0 K,x,x
1446,noy.,https://instagram.com/noy.studio,1.1 K,x,x
1447,JET kaarten,https://instagram.com/kaartenvanjet,1.1 K,x,x
1448,Van Buren Bolsward,https://instagram.com/vanburenbolsward,2.0 K,https://facebook.com/VanBurenBolsward,2.1 K
1449,Brandmeester's,https://instagram.com/brandmeesters,1.6 K,x,x
1450,Bubbles Natural Bodycare,https://instagram.com/bubblesbodycare,227,https://facebook.com/bubblesnaturalbodycare,104
1451,BAMBOCKS Underwear,https://instagram.com/bambocks.official,273,x,x
1452,Lemon Poppy TEA,https://instagram.com/lemonpoppytea,3.0 K,https://facebook.com/LemonPoppyTea,634
1453,Jaspers Tabletop,https://instagram.com/jasperstabletop,243,x,x
1454,Flow Cosmetics,https://instagram.com/flowcosmetics,11.0 K,x,x
1455,BeachyFeet,x,x,x,x
1456,Mookstories,https://instagram.com/mook_stories,1.6 K,x,x
1457,Paperoni,https://instagram.com/paperoni.nl,338,https://facebook.com/paperoni.nl,47
1458,fold.furniture,https://instagram.com/fold.furniture,1.7 K,https://facebook.com/www.fold.furniture,24
1459,Fresk,https://instagram.com/freskbaby,21.9 K,x,x
1460,Palais,https://instagram.com/palais,14.5 K,x,x
1461,Elate & Co,https://instagram.com/elateandco,658,x,x
1462,Designed by Man,https://instagram.com/designedbyman.nl,2.1 K,https://facebook.com/designedbyman,147
1463,Meervoorjou,x,x,x,x
1464,Solid Only,x,x,x,x
1465,HelemaalShea,https://instagram.com/helemaalshea,4.3 K,https://facebook.com/100978281726752,250
1466,winkel van Indah,https://instagram.com/winkelvanindah,1.0 K,x,x
1467,PUABI,https://instagram.com/p.u.a.b.i,532,x,x
1468,Kleine Baasjes,https://instagram.com/kleinebaasjes,7.8 K,x,x
1469,FloralKings,https://instagram.com/floralkings,57,https://facebook.com/floralkings,3
1470,PUP store,https://instagram.com/pup_store.nl,405,https://facebook.com/pupstore,649
1471,MOODZ design,https://instagram.com/moodzdesign_,1.4 K,https://facebook.com/design.MOODZ,417
1472,Sounds like Yellow,https://instagram.com/sounds.like.yellow,975,x,x
1473,naco design,https://instagram.com/nacoshop.nl,2.0 K,https://facebook.com/nacoshop,614
1474,Titicaca,x,x,x,x
1475,De La Mur Line,https://instagram.com/lalunabags.nl,450,x,x
1476,BOS brands,x,x,https://facebook.com/BOS,76.6 K
1477,Studio Joost Gijzel,https://instagram.com/studiojoostgijzel,562,x,x
1478,NHNCD,https://instagram.com/nhncd.nl,1.0 K,https://facebook.com/nhncd,71
1479,Fear Away,https://instagram.com/fearaway.nl,809,https://facebook.com/fearaway.nl,178
1480,L.U.C.A Atelier,https://instagram.com/l.u.c.a.atelier,1.1 K,x,x
1481,The KuGi Company,https://instagram.com/thekugicompany,2.3 K,https://facebook.com/theKUGIcompany,229
1482,NodyLife,https://instagram.com/nodylife_,,x,x
1483,JAJEM,https://instagram.com/jajemamsterdam,1.5 K,https://facebook.com/jajemjenever,2.1 K
1484,Arte-Gia,https://instagram.com/arte.gia,2.8 K,x,x
1485,Fabrique a la Carte,https://instagram.com/lafabriqueresto,8.7 K,x,x
1486,Trashious,x,x,https://facebook.com/trashious,670
1487,QUI,https://instagram.com/madeby.qui,140,https://facebook.com/101578805417264,33
1488,Rörstrand,x,x,x,x
1489,Paper24,https://instagram.com/paper24,3,x,x
1490,by Lauren Amsterdam,https://instagram.com/bylaurenamsterdam,2.7 K,x,x
1491,FRESHDRIP,https://instagram.com/freshdrip,4.2 K,https://facebook.com/freshdrip,371
1492,Skooter,https://instagram.com/skooter.official,51,https://facebook.com/Skooterofficial,33
1493,Serendipity Design,https://instagram.com/serendipitydesign.nl,4.2 K,x,x
1494,CMR Rijmpjes,https://instagram.com/cmr_rijmpjes,6.7 K,https://facebook.com/cmrrijmpjesverzinselsenhersenspinsels,597
1495,Studio Lof,x,x,https://facebook.com/StudioLof1,155
1496,YOSHIKO,https://instagram.com/yoshiko_homeware,21.3 K,x,x
1497,Beesha | Shampoo Bars | Conditioner Bars | Deodorant,https://instagram.com/beeshanl,2.1 K,https://facebook.com/BeeshaNL,5.0 K
1498,BloomPost,https://instagram.com/bloompost.nl,17.4 K,https://facebook.com/BloomPostNL,19.0 K
1499,Liefs Jansje,https://instagram.com/liefs.jansje,970,https://facebook.com/liefs.jansje,174
1500,Pure White Cosmetics,https://instagram.com/purewhitecosmeticsbenelux,5.2 K,https://facebook.com/purewhitecosmeticsNL,1.4 K
1501,White River Macadamia,https://instagram.com/whiterivermacadamiaoil,275,https://facebook.com/whiterivermacadamiaoil,75
1502,Smokin' Flavours,x,x,x,x
1503,Iittala,https://instagram.com/iittala,245.8 K,x,x
1504,Letters and Lines,https://instagram.com/letterlines,1.8 K,x,x
1505,Ravies,https://instagram.com/ravieskids,9.7 K,https://facebook.com/ravieskids,4.3 K
1506,Opinel,https://instagram.com/opinelofficiel,119.4 K,x,x
1507,Ontwerp door Lindy,https://instagram.com/ontwerp_door_lindy,1.6 K,x,x
1508,Creative Cosmetics,https://instagram.com/creativecosmetics.nl,18.9 K,https://facebook.com/creativecosmetics.nl,100.2 K
1509,Zindelijkheidsbox,https://instagram.com/zindelijkheidsbox,4.6 K,https://facebook.com/zindelijkheidsbox.nl,3.7 K
1510,Karman bag,https://instagram.com/karmanbag,301,x,x
1511,Clayre & Eef,https://instagram.com/clayreandeef,10.6 K,https://facebook.com/ClayreEef,14.6 K
1512,Betty Bossi,https://instagram.com/bettybossi.ch,116.6 K,https://facebook.com/bettybossi,99.9 K
1513,Atelier Amante,https://instagram.com/atelier.amante,309,x,x
1514,Bunnies jr,https://instagram.com/bunnies.nl,4.3 K,https://facebook.com/bunniesjr,12.3 K
1515,Global Affairs,https://instagram.com/globalaffairs,2.6 K,https://facebook.com/GlobalAffairs.nl,1.0 K
1516,IMYOGI,https://instagram.com/imyogi.kids,7.6 K,x,x
1517,Bohemian Treats,https://instagram.com/bohemiantreats,1.2 K,x,x
1518,Floraya,https://instagram.com/floraya.nl,446,https://facebook.com/106287051440312,2
1519,Fresk,https://instagram.com/freskbaby,21.9 K,x,x
1520,With a touch of Rose,https://instagram.com/with_a_touch_of_rose,338,https://facebook.com/WithatouchofRose,479
1521,KMCT collection,https://instagram.com/kmctcollection,9.4 K,x,x
1522,Moon kinderboeken,x,x,x,x
1523,Rijkvol,https://instagram.com/rijkvol,354,x,x
1524,noy.,https://instagram.com/noy.studio,1.1 K,x,x
1525,Rowlyn Kids,https://instagram.com/rowlynkids,3.6 K,x,x
1526,Thomss for men,https://instagram.com/Thomss%20for%20men,,https://facebook.com/Thomssformen,391
1527,Zinvol,x,x,x,x
1528,HALIN Bags,https://instagram.com/halinbags,387,https://facebook.com/HALIN.bags,84
1529,Rock Your World,https://instagram.com/rockyourworld.ryw,20.3 K,https://facebook.com/rockyourworld.ryw,3.0 K
1530,G'nger,https://instagram.com/gnger.eu,6.5 K,https://facebook.com/gnger.eu,403
1531,LUÉ by Jean Seo,https://instagram.com/evolue.skincare.eu,611,https://facebook.com/108452948182299,31
1532,Studio Ins & Outs Stationery,https://instagram.com/studioinsenouts_stationery,435,https://facebook.com/studioinsenoutsstationery,4
1533,Urban Cotton,https://instagram.com/urbancottonamsterdam,7.0 K,https://facebook.com/urbancottonamsterdam,11.2 K
1534,Textap B.V.,https://instagram.com/textapbedtextiel,243,https://facebook.com/textapbedtextiel,127
1535,van Kira,https://instagram.com/van.kira,564,https://facebook.com/van.kira.nl,234
1536,Hippe Aap,x,x,x,x
1537,Esperanza Deseo - bohokussens,https://instagram.com/esperanza_deseo,3.2 K,x,x
1538,Daffie Be Proud,https://instagram.com/?hl=nl,,https://facebook.com/DaffieBeProud,1.9 K
1539,Rock Your World,https://instagram.com/rockyourworld.ryw,20.3 K,https://facebook.com/rockyourworld.ryw,3.0 K
1540,Stickerkamer,https://instagram.com/stickerkamer,2.0 K,x,x
1541,Nani,x,x,x,x
1542,Kunst in Kaart,https://instagram.com/kunstinkaart.nl,17.7 K,x,x
1543,Natural Heroes,https://instagram.com/naturalheroes,17.3 K,https://facebook.com/heroesnatural,11.7 K
1544,Global Affairs,https://instagram.com/globalaffairs,2.6 K,https://facebook.com/GlobalAffairs.nl,1.0 K
1545,Or Tea?™,https://instagram.com/or_tea_official,8.5 K,https://facebook.com/OR.TEA66,16.4 K
1546,Hektik,x,x,x,x
1547,Veer Carpets,https://instagram.com/veercarpets,230,x,x
1548,BonaBaby,https://instagram.com/bonababy.nl,784,x,x
1549,Cottonbaby,https://instagram.com/cottonbabynl,2.9 K,https://facebook.com/nlcottonbaby,7.5 K
1550,Ink&Co,x,x,x,x
1551,Lora di Lora Jewellery,https://instagram.com/loradilorajewelry,7.5 K,https://facebook.com/loradilora.jewelry,12.7 K
1552,HO-Jeuken,https://instagram.com/beeldenmarktnl,334,https://facebook.com/beeldenmarkt.nl,690
1553,Figuretta,x,x,x,x
1554,Goods by Goedegebuure,https://instagram.com/goodsbygoedegebuure,386,x,x
1555,Burker Watches,https://instagram.com/burker,78.9 K,x,x
1556,Liz & Jack - Andere thee,x,x,x,x
1557,Studio Jong,x,x,https://facebook.com/studiojongcom,448
1558,Tasjes gek,https://instagram.com/tasjes_gek,146,https://facebook.com/Tasjesgekfryslan,787
1559,My Magic Mud,https://instagram.com/mymagicmud,11.6 K,https://facebook.com/mymagicmud,50.0 K
1560,Jackies Bay,x,x,https://facebook.com/tafelenkeuken,1.6 K
1561,DALICIOUS,https://instagram.com/dalicious.ams,1.0 K,https://facebook.com/dalicious.ams,19
1562,Athénaïs Jewels,https://instagram.com/athenaisjewels,77.5 K,x,x
1563,Senza Tempo,https://instagram.com/senzatempo.nl,15.8 K,x,x
1564,Royal Boch,x,x,x,x
1565,Happy Lona,https://instagram.com/happylonafashion,372,https://facebook.com/happylonafashion,52
1566,No Sugar Daddies,https://instagram.com/nosugardaddies,2.3 K,x,x
1567,Petit Paris Illustraties,https://instagram.com/petitparisillustraties,416,https://facebook.com/Petitparisillustraties,554
1568,Green Flow,x,x,x,x
1569,Pip Studio,https://instagram.com/pipstudiocom,148.0 K,https://facebook.com/Pipstudio.official,100.9 K
1570,Over The Rainbow by Fezy's,https://instagram.com/fezys.siliconediysupplies,1.9 K,https://facebook.com/fezys.nl,1.6 K
1571,Wanderschoon,https://instagram.com/wanderschoon,129,https://facebook.com/Wanderschoon,23
1572,studio JUX,https://instagram.com/studiojux,8.3 K,https://facebook.com/studiojux,5.2 K
1573,Esque,https://instagram.com/esque.nl,678,https://facebook.com/Esque.nl,48
1574,Cotton Ball Lights,https://instagram.com/cottonballlights_the_original,11.8 K,x,x
1575,jurianne matter,https://instagram.com/juriannematter,24.6 K,x,x
1576,Plantasy,https://instagram.com/plantasy_life,7.9 K,https://facebook.com/Plantasy,3.1 K
1577,Michel Wagner,https://instagram.com/michelwagnerofficial,137.7 K,x,x
1578,Drama Nerds,https://instagram.com/drama_nerds_,216,https://facebook.com/dramanerds,168
1579,Urban Cotton,https://instagram.com/urbancottonamsterdam,7.0 K,https://facebook.com/urbancottonamsterdam,11.2 K
1580,Pot Vol Liefde,https://instagram.com/potvolliefde,8.1 K,https://facebook.com/PotVolLiefde,2.2 K
1581,The cocktailspecialist,https://instagram.com/thecocktail.specialist,520,https://facebook.com/thecocktail.specialist,1.3 K
1582,Studio Divers,x,x,x,x
1583,Sweet & Mellow,https://instagram.com/sweetandmellow,,https://facebook.com/sweetandmellow.nl,99
1584,Proof Eyewear,https://instagram.com/proofeyewearnederland,312,https://facebook.com/proofeyewearnederland,421
1585,No Sugar Daddies,https://instagram.com/nosugardaddies,2.3 K,x,x
1586,CLIC by Suzanne,https://instagram.com/clicbysuzanne,1.6 K,https://facebook.com/clicbysuzanne,3.0 K
1587,Flow Cosmetics,https://instagram.com/flowcosmetics,11.0 K,x,x
1588,Oceonics,https://instagram.com/oceonics_nl,2.5 K,x,x
1589,Vase The World,https://instagram.com/vase_the_world,3.0 K,x,x
1590,Kanwall,https://instagram.com/kanwall.nl,4.1 K,https://facebook.com/kanwall.nl,203
1591,Natursutten,https://instagram.com/kleinegiraf,6.3 K,https://facebook.com/KleineGirafDistributeur,5.5 K
1592,Label R,https://instagram.com/labelr.shop,3.0 K,x,x
1593,Tintl,x,x,https://facebook.com/UredTINTL,359
1594,by Lindsay babyfashion,https://instagram.com/@_bylindsay.nl,427,https://facebook.com/bylindsay.nl,67
1595,Bon Appethee,https://instagram.com/bonappethee.nl,1.0 K,https://facebook.com/Bonappethee,1.1 K
1596,Handles and more,https://instagram.com/handlesandmore.nl,11.2 K,x,x
1597,Moments Nederland,https://instagram.com/mymomentsnl,172,https://facebook.com/momentsnl,98
